Papel,Cotação,Tipo,Setor,P/L,Marg. Líquida,ROIC,Div. Yield,ROE,Dív. Líquida,Patrim. Líq
ITSA4,"8,40",PN N1,Financeiros,"6,85","211,0%","0,3%","10,4%","18,7%",573.000.000,55.232.000.000
